x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.48125705122947693,0.8564661741256714,1.789626935533306e-07,0.4755471348762512,0.8073331117630005,-0.011300061829388142,0.4759255051612854,0.7380667328834534,-0.022113731130957603,0.48233166337013245,0.688254177570343,-0.02982918918132782,0.49194005131721497,0.6633720397949219,-0.03774072602391243,0.4804176688194275,0.7929724454879761,-0.03959467634558678,0.483610063791275,0.7557787299156189,-0.0504973866045475,0.48497140407562256,0.725509762763977,-0.055139314383268356,0.4880911707878113,0.7055028676986694,-0.05735955014824867,0.4840005934238434,0.8281165361404419,-0.039202239364385605,0.4903498589992523,0.7816857099533081,-0.04614769667387009,0.4916803538799286,0.7404637336730957,-0.04455961659550667,0.4952619671821594,0.7157074213027954,-0.0443931482732296,0.4854394793510437,0.8505523800849915,-0.037954241037368774,0.4954419732093811,0.7996907830238342,-0.041981980204582214,0.49720028042793274,0.7546276450157166,-0.0377327986061573,0.501003623008728,0.7296836376190186,-0.03504565730690956,0.48538002371788025,0.8591592311859131,-0.03724122419953346,0.4945509135723114,0.8105027675628662,-0.039360158145427704,0.495404452085495,0.7697778344154358,-0.03553655371069908,0.4973817467689514,0.7428461313247681,-0.03273528441786766,one
0.48638680577278137,0.8407661318778992,2.1415091921994645e-08,0.5154237747192383,0.8211038112640381,-0.010259214788675308,0.5379855632781982,0.7643191814422607,-0.016102183610200882,0.551995575428009,0.7099172472953796,-0.018831046298146248,0.5600001215934753,0.673762321472168,-0.020206335932016373,0.5281704664230347,0.7583409547805786,-0.026036851108074188,0.5423312187194824,0.6920393705368042,-0.03312654420733452,0.5356688499450684,0.6940541863441467,-0.03293514996767044,0.5291180610656738,0.7106732726097107,-0.030773159116506577,0.5088452696800232,0.7535953521728516,-0.022040264680981636,0.5221049189567566,0.690333902835846,-0.02598143368959427,0.5182821750640869,0.6873918175697327,-0.023233870044350624,0.5139366984367371,0.7001646161079407,-0.021196141839027405,0.4882669150829315,0.7489696741104126,-0.01777702569961548,0.5011566281318665,0.6907122135162354,-0.01954147405922413,0.49866020679473877,0.6896631121635437,-0.014357209205627441,0.4944804906845093,0.7010820508003235,-0.011162619106471539,0.4686393737792969,0.7440133094787598,-0.013832787983119488,0.47810098528862,0.6990523338317871,-0.01393815129995346,0.4770815074443817,0.6996892690658569,-0.009237254969775677,0.4750273823738098,0.7080339193344116,-0.005677773617208004,one
0.4928216338157654,0.8513738512992859,5.1871687389848375e-08,0.5197903513908386,0.8206949234008789,-0.00751465605571866,0.5411481261253357,0.7655403017997742,-0.012540931813418865,0.5550777912139893,0.7120282649993896,-0.015850363299250603,0.5595564842224121,0.6735777854919434,-0.018678074702620506,0.5308409929275513,0.7546774744987488,-0.019146403297781944,0.5413452982902527,0.6912381649017334,-0.027154842391610146,0.5399366021156311,0.686822772026062,-0.03009711764752865,0.5379526019096375,0.6955135464668274,-0.030456719920039177,0.5104336738586426,0.7539233565330505,-0.017680969089269638,0.5177375674247742,0.6912819743156433,-0.022308655083179474,0.5175614953041077,0.6826921701431274,-0.023099349811673164,0.5153694748878479,0.6888766884803772,-0.023862574249505997,0.48954421281814575,0.7550286650657654,-0.016138723120093346,0.4945700466632843,0.6990268230438232,-0.019618000835180283,0.49334263801574707,0.6913496851921082,-0.01723012886941433,0.4903784990310669,0.695622444152832,-0.015787620097398758,0.4705027937889099,0.7569818496704102,-0.014664743095636368,0.47228074073791504,0.709467351436615,-0.01620814949274063,0.47265928983688354,0.7030508518218994,-0.012697580270469189,0.4721803367137909,0.705528736114502,-0.009864715859293938,one
0.7017933130264282,1.0088727474212646,-4.074116759511526e-07,0.6584948301315308,0.9725687503814697,-0.0453961156308651,0.6213489770889282,0.9097796082496643,-0.0854855552315712,0.6160284280776978,0.8973120450973511,-0.11748936027288437,0.6293845176696777,0.9048386812210083,-0.1484515219926834,0.6485803127288818,0.8055199384689331,-0.12822766602039337,0.6368997097015381,0.6072313785552979,-0.19548362493515015,0.6374077796936035,0.49031683802604675,-0.23529134690761566,0.6383598446846008,0.40299683809280396,-0.260321706533432,0.7086280584335327,0.8286226391792297,-0.12007281184196472,0.6852930784225464,0.841138482093811,-0.18351460993289948,0.651330292224884,0.9726287126541138,-0.1819016933441162,0.6329763531684875,1.0478352308273315,-0.17315544188022614,0.7523986101150513,0.8878743052482605,-0.11358993500471115,0.7260354161262512,0.9314364790916443,-0.17617067694664001,0.6900290250778198,1.0359070301055908,-0.15746869146823883,0.6730695962905884,1.0926495790481567,-0.13372787833213806,0.7941607236862183,0.9533012509346008,-0.10845324397087097,0.7692520022392273,0.9915885925292969,-0.15473894774913788,0.7341139316558838,1.058469533920288,-0.14202071726322174,0.7184441685676575,1.0921480655670166,-0.12391664832830429,one
0.6729056239128113,1.0523653030395508,4.4951116251468193e-07,0.6256102323532104,1.057729959487915,-0.08102535456418991,0.5874404907226562,1.0076302289962769,-0.1446271687746048,0.6131100058555603,0.9496105909347534,-0.20054593682289124,0.6733014583587646,0.911463737487793,-0.25401848554611206,0.6134798526763916,0.7912092804908752,-0.12829077243804932,0.6139233708381653,0.6005427837371826,-0.20719242095947266,0.6206042170524597,0.48286202549934387,-0.25078296661376953,0.6261714696884155,0.37607112526893616,-0.27885138988494873,0.6754862666130066,0.777251660823822,-0.1189577728509903,0.6971409916877747,0.7890304327011108,-0.20686042308807373,0.6849004626274109,0.9365018010139465,-0.21529574692249298,0.6756191849708557,0.9686096906661987,-0.20599104464054108,0.7292717695236206,0.8143166303634644,-0.11763335764408112,0.7471608519554138,0.9001947641372681,-0.19561722874641418,0.7229593396186829,1.0217504501342773,-0.17149439454078674,0.7053138613700867,1.0340723991394043,-0.14027710258960724,0.77400141954422,0.8716831207275391,-0.12430406361818314,0.789750337600708,0.9519772529602051,-0.18145248293876648,0.7732343077659607,1.048105239868164,-0.16868369281291962,0.7582184672355652,1.0679527521133423,-0.14665907621383667,one
0.652442991733551,1.0555886030197144,1.9929136385599122e-07,0.6064446568489075,1.049770712852478,-0.07625210285186768,0.5701789259910583,0.9862145185470581,-0.13459667563438416,0.5964213013648987,0.922411322593689,-0.18598560988903046,0.6611661911010742,0.8758255839347839,-0.23527199029922485,0.60503089427948,0.7637956738471985,-0.12318411469459534,0.6034760475158691,0.5725082159042358,-0.19994723796844482,0.6127352714538574,0.454741507768631,-0.2442062497138977,0.6221858263015747,0.3484223186969757,-0.27309027314186096,0.6739756464958191,0.7545124888420105,-0.11560365557670593,0.685411810874939,0.7905360460281372,-0.2032737135887146,0.6568169593811035,0.9376732110977173,-0.2122623473405838,0.6395819187164307,0.9654563665390015,-0.20458649098873138,0.7294167876243591,0.804256021976471,-0.11561422795057297,0.7345527410507202,0.9043765664100647,-0.1967393308877945,0.6928779482841492,1.0183547735214233,-0.1751493364572525,0.6708464622497559,1.0236287117004395,-0.1454552561044693,0.7761645317077637,0.8729209899902344,-0.12240210175514221,0.7804780006408691,0.9503009915351868,-0.17982245981693268,0.7480188012123108,1.0364136695861816,-0.16614805161952972,0.7255548238754272,1.0513367652893066,-0.14375032484531403,one
0.6529753804206848,1.06331467628479,2.3791494996316942e-08,0.6056076884269714,1.0450541973114014,-0.06256798654794693,0.5655032992362976,0.9691824316978455,-0.11297790706157684,0.5907762050628662,0.8914257287979126,-0.15775565803050995,0.6479732990264893,0.8304957747459412,-0.1989433467388153,0.5947193503379822,0.7420396208763123,-0.10187408328056335,0.5917811393737793,0.5497082471847534,-0.16867467761039734,0.6018867492675781,0.43016305565834045,-0.20510035753250122,0.6106216907501221,0.3256319463253021,-0.2285546511411667,0.6601544618606567,0.7356944680213928,-0.09648964554071426,0.6772071123123169,0.7531850337982178,-0.17015580832958221,0.6539863348007202,0.9062356352806091,-0.1714659482240677,0.6399070620536804,0.9316220879554749,-0.1600121408700943,0.7160691618919373,0.7809907793998718,-0.09773542732000351,0.7312301397323608,0.8523136973381042,-0.16794946789741516,0.6925389766693115,0.9711189270019531,-0.14192211627960205,0.6707655191421509,0.9721250534057617,-0.11143884807825089,0.7643753886222839,0.8470759391784668,-0.10449200868606567,0.777873158454895,0.9063772559165955,-0.15239225327968597,0.7440653443336487,0.9936013221740723,-0.13524241745471954,0.7196536660194397,0.9990719556808472,-0.11245471239089966,one
0.6322944760322571,1.0978847742080688,-7.728803552708996e-08,0.585745096206665,1.0699024200439453,-0.05745465308427811,0.5463600158691406,0.9650518894195557,-0.10381855070590973,0.5821247100830078,0.8613582849502563,-0.14634181559085846,0.6424298882484436,0.7935311794281006,-0.18507662415504456,0.5840927958488464,0.7256664037704468,-0.08677324652671814,0.580001175403595,0.5375773310661316,-0.16075438261032104,0.5837832689285278,0.4148315489292145,-0.20308496057987213,0.59237140417099,0.30484941601753235,-0.2304963916540146,0.651563286781311,0.7196534276008606,-0.08560462296009064,0.6684614419937134,0.7217355966567993,-0.16533410549163818,0.6374847292900085,0.8832247853279114,-0.1668468564748764,0.6253038644790649,0.8985673189163208,-0.1533491611480713,0.7086824178695679,0.7645618319511414,-0.09285004436969757,0.7205560207366943,0.8296511173248291,-0.16380679607391357,0.6732624173164368,0.9555575251579285,-0.13527457416057587,0.6550190448760986,0.9444161057472229,-0.10324988514184952,0.7583390474319458,0.8333579301834106,-0.10645554959774017,0.7635971903800964,0.9111979007720947,-0.1547463983297348,0.7206454277038574,1.0000063180923462,-0.1399405300617218,0.699525773525238,0.9905461668968201,-0.11931514739990234,one
0.6356118321418762,1.1004477739334106,-2.588909353562485e-07,0.5787362456321716,1.0642430782318115,-0.05145192891359329,0.5384204983711243,0.9549260139465332,-0.09054393321275711,0.5740907192230225,0.852078378200531,-0.12610465288162231,0.6341846585273743,0.7838419675827026,-0.15750189125537872,0.5751490592956543,0.7019163966178894,-0.07240265607833862,0.5734171867370605,0.5155227184295654,-0.13441681861877441,0.5790495276451111,0.39375725388526917,-0.17192579805850983,0.5892801284790039,0.283448725938797,-0.1980881243944168,0.6431878805160522,0.6943607926368713,-0.07148359715938568,0.661705493927002,0.7169601321220398,-0.14485730230808258,0.6262537240982056,0.8726314306259155,-0.15207350254058838,0.6075537204742432,0.8960170745849609,-0.14389057457447052,0.7014428377151489,0.7374621033668518,-0.07726102322340012,0.7137851119041443,0.812455415725708,-0.1412646770477295,0.663963258266449,0.9350698590278625,-0.11856449395418167,0.6428741812705994,0.9268753528594971,-0.09153419733047485,0.751105785369873,0.8058488368988037,-0.08881247788667679,0.7557255625724792,0.8843721747398376,-0.13195908069610596,0.7114338278770447,0.9712589979171753,-0.11960827559232712,0.6895948648452759,0.961356520652771,-0.10117095708847046,one
0.6406967043876648,1.0998871326446533,-1.9236449588788673e-07,0.580518364906311,1.0651015043258667,-0.05841677263379097,0.5358527898788452,0.9538036584854126,-0.10407716035842896,0.5695202350616455,0.8419783711433411,-0.1465345323085785,0.6363909840583801,0.7696447372436523,-0.18551230430603027,0.5734615325927734,0.6937723159790039,-0.07770290225744247,0.5689797401428223,0.5074244141578674,-0.14290529489517212,0.5728124380111694,0.38364332914352417,-0.18131782114505768,0.5846447944641113,0.27363306283950806,-0.20791958272457123,0.6405590772628784,0.6956178545951843,-0.07647886127233505,0.6525797247886658,0.7069630026817322,-0.15272586047649384,0.6206845045089722,0.8674129247665405,-0.1582338660955429,0.6071298718452454,0.8906514644622803,-0.14852167665958405,0.6986175775527954,0.7405614256858826,-0.08342857658863068,0.7049859166145325,0.7939199805259705,-0.15061001479625702,0.6605545282363892,0.9206134676933289,-0.12536238133907318,0.6443662047386169,0.9155429601669312,-0.09632816910743713,0.7480737566947937,0.8082385063171387,-0.09701643884181976,0.7492348551750183,0.8609027862548828,-0.139779731631279,0.706555962562561,0.9543160796165466,-0.12430282682180405,0.6883805990219116,0.9557046294212341,-0.1040622666478157,one
